,Location,Distance from Job Hub (km),Compound Name,Year Unit Ready,House Area (sqm),Number of Bedrooms,Number of Bathrooms,Swimming Pool,Gym,Modern Kitchen,Energy Efficient,Garage,Proximity to Schools,Public Transportation,Price
1291,Sheikh Zayed,3,Compound_83,2029,361,5,3,0,0,0,1,1,1,0,6542435
1292,Hadayek Al Obba,16,,2024,52,3,1,0,0,0,0,0,0,0,1404590
1293,Sheikh Zayed,5,Compound_24,2025,189,6,2,1,0,1,0,0,0,0,5949863
1294,New Capitol,2,Compound_84,2025,190,6,3,1,0,0,0,1,0,1,7510605
1295,Hadayek Al Obba,12,,2022,188,2,1,0,0,0,0,0,0,0,1255711
1296,Ain Shams,13,,2023,120,1,1,0,0,0,0,0,0,0,1381291
1297,Zahraa Al Maadi,8,,2024,89,2,2,0,0,0,0,0,0,0,2406323
1298,Hadayek Al Ahram,10,,2028,105,2,2,0,0,0,0,0,0,0,2768200
1299,Zahraa Al Maadi,6,,2027,87,2,2,0,0,0,0,0,0,0,3161494
1300,Zahraa Al Maadi,7,,2024,149,3,2,0,0,0,0,0,0,0,2026765
1301,Hadayek Al Ahram,6,,2026,277,3,2,0,0,0,0,0,0,0,1437443
1302,Nasr City,6,,2027,203,2,1,0,0,0,0,0,0,0,2038407
1303,Hadayek Al Obba,11,,2029,161,2,1,0,0,0,0,0,0,0,856185
1304,Zahraa Al Maadi,9,,2024,178,4,2,0,0,0,0,0,0,0,2477907
1305,Hadayek Al Ahram,9,,2022,197,2,1,0,0,0,0,0,0,0,2281718
1306,Zahraa Al Maadi,6,,2025,106,2,2,0,0,0,0,0,0,0,2505581
1307,Ain Shams,12,,2027,105,3,1,0,0,0,0,0,0,0,1199327
1308,New Capitol,4,Compound_92,2029,391,4,2,0,1,0,0,0,0,0,7814115
1309,Hadayek Al Ahram,9,,2025,188,4,1,0,0,0,0,0,0,0,2392850
1310,Ain Shams,17,,2023,166,2,1,0,0,0,0,0,0,0,1190047
1311,Hadayek Al Ahram,9,,2027,287,4,2,0,0,0,0,0,0,0,3127053
1312,Hadayek Al Ahram,9,,2023,120,4,2,0,0,0,0,0,0,0,3393823
1313,Zahraa Al Maadi,9,,2028,186,4,1,0,0,0,0,0,0,0,3324588
1314,Hadayek Al Obba,19,,2027,168,1,1,0,0,0,0,0,0,0,1098201
1315,Hadayek Al Ahram,6,,2025,208,2,1,0,0,0,0,0,0,0,4029160
1316,5th Settlement,5,Compound_79,2026,146,6,2,0,1,1,1,0,1,0,11867463
1317,Hadayek Al Obba,15,,2029,170,2,1,0,0,0,0,0,0,0,926196
1318,Nasr City,9,,2025,141,4,2,0,0,0,0,0,0,0,2820873
1319,New Capitol,2,Compound_43,2029,120,5,4,0,0,0,1,0,1,1,10128748
1320,Ain Shams,19,,2029,51,3,1,0,0,0,0,0,0,0,929916
1321,Ain Shams,20,,2024,98,1,1,0,0,0,0,0,0,0,1101935
1322,Zahraa Al Maadi,8,,2022,101,3,1,0,0,0,0,0,0,0,1894007
1323,Nasr City,8,,2028,110,2,2,0,0,0,0,0,0,0,1648236
1324,Zahraa Al Maadi,7,,2024,134,4,1,0,0,0,0,0,0,0,1405284
1325,Sheikh Zayed,3,Compound_31,2024,264,4,2,0,1,0,0,0,0,1,10660271
1326,Ain Shams,19,,2026,149,3,1,0,0,0,0,0,0,0,1324511
1327,Hadayek Al Obba,12,,2026,72,3,1,0,0,0,0,0,0,0,1303975
1328,Zahraa Al Maadi,7,,2027,85,2,2,0,0,0,0,0,0,0,1250826
1329,Ain Shams,18,,2025,138,1,1,0,0,0,0,0,0,0,980471
1330,Zahraa Al Maadi,9,,2027,218,3,1,0,0,0,0,0,0,0,2302926
1331,Zahraa Al Maadi,9,,2026,86,3,1,0,0,0,0,0,0,0,3473935
1332,Zahraa Al Maadi,9,,2028,218,2,2,0,0,0,0,0,0,0,2202702
1333,Hadayek Al Obba,17,,2024,172,3,1,0,0,0,0,0,0,0,1314054
1334,Hadayek Al Obba,17,,2024,116,2,1,0,0,0,0,0,0,0,1125712
1335,Hadayek Al Ahram,9,,2025,223,4,1,0,0,0,0,0,0,0,2872923
1336,New Capitol,1,Compound_69,2027,256,4,2,0,0,0,0,0,0,0,11007854
1337,Ain Shams,18,,2025,155,3,1,0,0,0,0,0,0,0,1448044
1338,Nasr City,10,,2026,140,4,2,0,0,0,0,0,0,0,3946118
1339,Hadayek Al Ahram,8,,2025,186,3,1,0,0,0,0,0,0,0,2074577
1340,Ain Shams,19,,2029,55,3,1,0,0,0,0,0,0,0,805830
1341,Ain Shams,18,,2023,132,2,1,0,0,0,0,0,0,0,1205857
1342,Hadayek Al Ahram,8,,2029,206,4,2,0,0,0,0,0,0,0,2333304
1343,Ain Shams,19,,2027,143,1,1,0,0,0,0,0,0,0,930002
1344,Ain Shams,12,,2024,148,1,1,0,0,0,0,0,0,0,1370797
1345,Sheikh Zayed,4,Compound_37,2023,232,4,2,0,0,0,0,0,0,1,9802411
1346,Nasr City,7,,2023,134,2,2,0,0,0,0,0,0,0,1828610
1347,Hadayek Al Obba,18,,2027,68,1,1,0,0,0,0,0,0,0,936354
1348,Sheikh Zayed,1,Compound_24,2026,295,6,2,0,1,0,0,1,0,1,6645700
1349,Zahraa Al Maadi,10,,2024,84,4,1,0,0,0,0,0,0,0,3434688
1350,Sheikh Zayed,2,Compound_21,2024,381,4,4,1,1,0,0,0,0,1,15351987
1351,Nasr City,8,,2029,275,2,2,0,0,0,0,0,0,0,1836075
1352,Nasr City,9,,2028,228,3,2,0,0,0,0,0,0,0,1281784
1353,Sheikh Zayed,3,Compound_35,2022,364,3,3,1,1,1,0,0,0,0,14526842
1354,Ain Shams,16,,2027,197,1,1,0,0,0,0,0,0,0,968614
1355,Sheikh Zayed,2,Compound_80,2028,136,6,2,0,0,1,0,1,1,1,12006280
1356,Hadayek Al Obba,20,,2026,110,1,1,0,0,0,0,0,0,0,1152094
1357,5th Settlement,4,Compound_91,2023,178,6,3,1,0,1,0,1,0,1,8775580
1358,Sheikh Zayed,3,Compound_41,2028,249,3,4,0,0,0,1,0,0,0,11646862
1359,Zahraa Al Maadi,6,,2024,134,2,2,0,0,0,0,0,0,0,2736026
1360,Sheikh Zayed,5,Compound_92,2022,374,6,3,1,1,0,0,0,1,0,14964055
1361,New Capitol,1,Compound_42,2026,289,4,2,0,0,1,0,1,0,0,10711628
1362,New Capitol,4,Compound_65,2027,115,4,3,0,0,1,0,0,1,0,12952821
1363,Hadayek Al Obba,17,,2022,117,3,1,0,0,0,0,0,0,0,1481596
1364,Ain Shams,14,,2025,140,3,1,0,0,0,0,0,0,0,1437266
1365,Nasr City,10,,2023,110,4,1,0,0,0,0,0,0,0,3531300
1366,Nasr City,10,,2029,258,3,1,0,0,0,0,0,0,0,2917709
1367,Nasr City,7,,2027,263,2,2,0,0,0,0,0,0,0,1267335
1368,Hadayek Al Ahram,6,,2025,268,4,2,0,0,0,0,0,0,0,4112026
1369,Zahraa Al Maadi,8,,2029,84,4,2,0,0,0,0,0,0,0,1497474
1370,Ain Shams,18,,2025,78,1,1,0,0,0,0,0,0,0,981412
1371,5th Settlement,1,Compound_47,2026,216,5,4,0,0,0,0,0,0,1,8396370
1372,New Capitol,2,Compound_12,2028,183,6,3,0,1,0,1,0,0,0,6229863
1373,Zahraa Al Maadi,9,,2023,105,3,1,0,0,0,0,0,0,0,3116422
1374,Nasr City,6,,2027,289,4,1,0,0,0,0,0,0,0,2668675
1375,Hadayek Al Ahram,8,,2027,295,3,2,0,0,0,0,0,0,0,3086298
1376,Hadayek Al Ahram,9,,2028,263,4,1,0,0,0,0,0,0,0,2797375
1377,Sheikh Zayed,2,Compound_69,2025,268,5,3,0,1,0,0,0,0,1,14004659
1378,5th Settlement,5,Compound_70,2024,172,4,2,0,1,0,1,1,0,1,12889161
1379,Hadayek Al Obba,11,,2022,167,2,1,0,0,0,0,0,0,0,1306803
1380,Sheikh Zayed,4,Compound_35,2027,181,4,4,0,1,0,0,0,1,1,11840940
1381,Nasr City,8,,2025,218,3,1,0,0,0,0,0,0,0,1759257
1382,New Capitol,2,Compound_83,2027,336,3,2,0,0,0,0,1,0,1,8885928
1383,New Capitol,2,Compound_17,2027,146,5,3,0,0,1,0,1,1,0,11650296
1384,New Capitol,3,Compound_43,2025,397,6,2,1,1,0,0,0,0,0,11842684
1385,New Capitol,2,Compound_91,2026,388,5,4,0,0,0,0,1,0,1,8532630
1386,Sheikh Zayed,4,Compound_100,2029,182,5,4,0,0,0,0,1,0,0,10456747
1387,Zahraa Al Maadi,7,,2025,234,2,2,0,0,0,0,0,0,0,3427135
1388,Hadayek Al Ahram,8,,2023,101,3,1,0,0,0,0,0,0,0,2220367
1389,Nasr City,9,,2029,219,2,2,0,0,0,0,0,0,0,3208065
1390,Sheikh Zayed,1,Compound_32,2025,323,3,4,1,1,0,0,0,1,1,11712990
1391,Ain Shams,19,,2029,107,2,1,0,0,0,0,0,0,0,881290
1392,Hadayek Al Obba,12,,2029,56,1,1,0,0,0,0,0,0,0,792267
1393,Hadayek Al Ahram,6,,2022,107,3,1,0,0,0,0,0,0,0,2311883
1394,Nasr City,6,,2025,199,2,1,0,0,0,0,0,0,0,2521266
1395,Sheikh Zayed,4,Compound_85,2026,200,5,3,1,0,1,0,0,0,0,10372421
1396,New Capitol,5,Compound_43,2028,106,6,4,0,0,1,0,0,0,0,8718509
1397,Hadayek Al Ahram,10,,2023,256,3,1,0,0,0,0,0,0,0,3132380
1398,Sheikh Zayed,4,Compound_12,2024,316,3,2,1,1,1,0,1,0,0,14646883
1399,Ain Shams,18,,2028,61,2,1,0,0,0,0,0,0,0,873883
1400,Hadayek Al Obba,15,,2027,133,2,1,0,0,0,0,0,0,0,1160346
1401,Hadayek Al Ahram,7,,2025,224,3,2,0,0,0,0,0,0,0,3468408
1402,Ain Shams,17,,2025,109,3,1,0,0,0,0,0,0,0,1132424
1403,Ain Shams,16,,2027,162,3,1,0,0,0,0,0,0,0,1073759
1404,5th Settlement,3,Compound_84,2027,186,3,3,0,0,0,0,0,0,0,5470944
1405,Sheikh Zayed,3,Compound_20,2028,400,6,4,0,1,0,0,1,1,0,10943642
1406,Zahraa Al Maadi,6,,2028,110,4,1,0,0,0,0,0,0,0,2223251
1407,Ain Shams,11,,2027,131,3,1,0,0,0,0,0,0,0,1191422
1408,Zahraa Al Maadi,7,,2029,132,3,1,0,0,0,0,0,0,0,1780641
1409,Hadayek Al Ahram,7,,2022,180,4,1,0,0,0,0,0,0,0,2500565
1410,Zahraa Al Maadi,10,,2025,293,4,1,0,0,0,0,0,0,0,3413670
1411,5th Settlement,3,Compound_17,2025,215,5,4,0,0,0,0,0,0,0,14359794
1412,New Capitol,2,Compound_16,2029,250,6,3,1,0,0,0,0,0,0,7457484
1413,Zahraa Al Maadi,9,,2024,192,4,1,0,0,0,0,0,0,0,4183730
1414,Hadayek Al Obba,13,,2027,53,2,1,0,0,0,0,0,0,0,1083793
1415,Hadayek Al Obba,14,,2024,118,1,1,0,0,0,0,0,0,0,1338740
1416,New Capitol,2,Compound_58,2025,210,6,3,0,0,0,0,0,0,0,8109026
1417,Nasr City,9,,2027,103,4,1,0,0,0,0,0,0,0,3505358
1418,Zahraa Al Maadi,10,,2023,219,3,1,0,0,0,0,0,0,0,3642153
1419,Hadayek Al Ahram,9,,2023,91,4,2,0,0,0,0,0,0,0,3680943
1420,Sheikh Zayed,1,Compound_97,2026,277,6,4,0,0,1,0,0,0,1,5314129
1421,New Capitol,3,Compound_87,2028,378,3,4,0,1,1,0,0,0,1,11775928
1422,New Capitol,1,Compound_55,2026,326,5,3,1,1,1,0,0,1,0,5229337
1423,Hadayek Al Obba,12,,2023,142,1,1,0,0,0,0,0,0,0,1078052
1424,Nasr City,8,,2026,128,3,2,0,0,0,0,0,0,0,3198805
1425,5th Settlement,4,Compound_95,2022,249,4,2,0,1,0,0,1,0,1,9792163
1426,Hadayek Al Obba,15,,2028,83,3,1,0,0,0,0,0,0,0,1013445
1427,Hadayek Al Obba,14,,2027,173,2,1,0,0,0,0,0,0,0,1244429
1428,Nasr City,10,,2029,159,3,2,0,0,0,0,0,0,0,1496958
1429,Ain Shams,18,,2026,95,3,1,0,0,0,0,0,0,0,1274918
1430,Zahraa Al Maadi,10,,2025,204,2,1,0,0,0,0,0,0,0,3713227
1431,Nasr City,9,,2023,152,2,2,0,0,0,0,0,0,0,3752609
1432,Sheikh Zayed,1,Compound_32,2029,371,4,3,0,0,0,0,0,1,0,9184294
1433,Hadayek Al Obba,19,,2023,109,1,1,0,0,0,0,0,0,0,1006522
1434,Sheikh Zayed,3,Compound_91,2025,355,5,3,1,1,0,1,1,1,0,9408176
1435,Hadayek Al Ahram,8,,2026,257,3,2,0,0,0,0,0,0,0,3779146
1436,Zahraa Al Maadi,8,,2022,286,3,2,0,0,0,0,0,0,0,3523519
1437,Hadayek Al Ahram,8,,2029,226,3,1,0,0,0,0,0,0,0,1571904
1438,Hadayek Al Obba,17,,2029,108,3,1,0,0,0,0,0,0,0,1053689
1439,Sheikh Zayed,1,Compound_73,2023,106,4,3,0,1,0,0,0,0,0,12994001
1440,New Capitol,4,Compound_70,2026,246,6,4,0,0,0,0,0,0,0,8719151
1441,Hadayek Al Ahram,10,,2028,120,3,2,0,0,0,0,0,0,0,3398020
1442,5th Settlement,4,Compound_61,2029,336,4,2,0,0,1,0,1,0,0,4818636
1443,5th Settlement,2,Compound_49,2024,375,4,3,0,0,0,1,1,1,0,6462039
1444,Hadayek Al Obba,20,,2022,115,3,1,0,0,0,0,0,0,0,1105190
1445,Sheikh Zayed,5,Compound_84,2024,345,6,3,1,0,1,1,1,0,0,10212005
1446,Nasr City,10,,2023,237,4,1,0,0,0,0,0,0,0,4097974
1447,New Capitol,4,Compound_4,2027,109,3,3,0,0,1,0,1,0,0,10913037
1448,5th Settlement,3,Compound_14,2023,126,3,2,0,1,0,0,0,0,0,14726600
1449,New Capitol,3,Compound_64,2029,138,5,4,0,0,1,1,1,0,0,5146477
1450,Hadayek Al Ahram,7,,2022,88,4,1,0,0,0,0,0,0,0,1365259
1451,Hadayek Al Obba,20,,2027,89,1,1,0,0,0,0,0,0,0,918405
1452,Hadayek Al Ahram,6,,2022,229,2,2,0,0,0,0,0,0,0,4344833
1453,Nasr City,8,,2027,176,3,1,0,0,0,0,0,0,0,2227086
1454,Hadayek Al Obba,14,,2022,75,1,1,0,0,0,0,0,0,0,1066568
1455,Sheikh Zayed,2,Compound_49,2026,170,6,2,0,0,1,0,0,1,0,13858892
1456,New Capitol,4,Compound_73,2028,299,3,3,0,1,0,0,1,0,0,11712226
1457,Ain Shams,11,,2024,179,1,1,0,0,0,0,0,0,0,1167407
1458,Zahraa Al Maadi,10,,2026,191,4,1,0,0,0,0,0,0,0,1761566
1459,Sheikh Zayed,5,Compound_45,2026,298,3,3,0,0,0,0,0,1,0,11072987
1460,New Capitol,5,Compound_76,2027,121,6,3,0,0,0,1,0,0,1,12725865
1461,Zahraa Al Maadi,9,,2029,163,3,1,0,0,0,0,0,0,0,1277510
1462,Hadayek Al Ahram,7,,2027,293,3,1,0,0,0,0,0,0,0,2117871
1463,Hadayek Al Ahram,8,,2022,277,4,1,0,0,0,0,0,0,0,2540438
1464,Zahraa Al Maadi,10,,2028,89,2,1,0,0,0,0,0,0,0,999836
1465,Hadayek Al Obba,11,,2024,114,1,1,0,0,0,0,0,0,0,1090931
1466,Ain Shams,16,,2028,50,3,1,0,0,0,0,0,0,0,1122984
1467,5th Settlement,1,Compound_61,2027,219,6,3,0,0,0,1,1,0,0,8049373
1468,Sheikh Zayed,5,Compound_71,2029,253,4,3,0,0,0,0,0,1,0,6661751
1469,New Capitol,5,Compound_68,2025,208,3,2,0,1,0,1,0,0,0,13571048
1470,Sheikh Zayed,1,Compound_40,2025,201,4,4,1,0,0,0,0,1,1,7640736
1471,Hadayek Al Obba,11,,2029,85,1,1,0,0,0,0,0,0,0,911202
1472,Hadayek Al Obba,11,,2027,55,1,1,0,0,0,0,0,0,0,1011101
1473,Zahraa Al Maadi,9,,2029,261,3,1,0,0,0,0,0,0,0,3313232
1474,New Capitol,4,Compound_6,2028,152,5,3,1,0,0,0,1,0,0,10857167
1475,Sheikh Zayed,1,Compound_36,2023,278,3,3,0,1,0,0,0,0,0,12687006
1476,Hadayek Al Ahram,6,,2025,213,3,2,0,0,0,0,0,0,0,1764046
1477,Ain Shams,19,,2028,51,1,1,0,0,0,0,0,0,0,1063778
1478,Ain Shams,14,,2022,101,3,1,0,0,0,0,0,0,0,1087242
1479,Hadayek Al Ahram,7,,2026,121,4,2,0,0,0,0,0,0,0,1418297
1480,5th Settlement,1,Compound_25,2025,213,6,3,1,0,0,0,0,1,0,11560495
1481,5th Settlement,3,Compound_80,2022,306,3,3,0,0,0,1,0,1,0,13189523
1482,5th Settlement,1,Compound_75,2025,157,6,2,1,0,0,0,0,0,0,9302172
1483,5th Settlement,4,Compound_40,2025,201,4,4,0,1,0,0,1,1,1,8285432
1484,5th Settlement,4,Compound_76,2024,145,5,4,0,1,0,0,0,1,0,10179763
1485,Nasr City,9,,2026,83,4,1,0,0,0,0,0,0,0,2377320
1486,New Capitol,4,Compound_2,2025,242,6,3,1,0,0,1,1,1,0,6231601
1487,Sheikh Zayed,5,Compound_72,2029,134,3,4,1,0,1,0,1,0,0,6875488
1488,5th Settlement,3,Compound_53,2022,237,3,3,0,0,0,0,0,0,0,6127016
1489,Hadayek Al Ahram,9,,2025,105,4,1,0,0,0,0,0,0,0,3849488
1490,Zahraa Al Maadi,7,,2027,121,4,1,0,0,0,0,0,0,0,3254764
1491,Ain Shams,16,,2025,112,3,1,0,0,0,0,0,0,0,1399714
1492,Sheikh Zayed,4,Compound_28,2026,141,6,3,0,0,1,0,0,1,1,11333776
1493,Nasr City,6,,2028,88,2,2,0,0,0,0,0,0,0,2325431
1494,Zahraa Al Maadi,9,,2029,205,3,1,0,0,0,0,0,0,0,3186786
1495,New Capitol,2,Compound_26,2025,217,4,2,0,0,0,0,1,0,1,14077015
1496,Hadayek Al Obba,14,,2025,107,1,1,0,0,0,0,0,0,0,1205508
1497,Sheikh Zayed,3,Compound_32,2026,216,6,4,0,1,0,1,1,0,0,5518719
1498,Sheikh Zayed,1,Compound_7,2026,137,6,2,0,1,0,0,1,1,0,11629587
1499,Hadayek Al Ahram,8,,2022,287,2,1,0,0,0,0,0,0,0,2842812
1500,New Capitol,4,Compound_21,2029,234,5,2,0,0,1,0,1,0,1,7981008
1501,Hadayek Al Obba,13,,2025,87,2,1,0,0,0,0,0,0,0,1144893
1502,Hadayek Al Ahram,6,,2027,101,4,1,0,0,0,0,0,0,0,1952285
1503,Zahraa Al Maadi,7,,2026,139,4,2,0,0,0,0,0,0,0,3303808
1504,Hadayek Al Ahram,6,,2023,220,3,2,0,0,0,0,0,0,0,2342536
1505,Hadayek Al Ahram,9,,2029,140,2,2,0,0,0,0,0,0,0,2023183
1506,5th Settlement,5,Compound_68,2026,381,6,2,0,1,0,0,1,0,0,14051108
1507,New Capitol,5,Compound_80,2027,379,3,2,1,0,0,1,0,0,0,10305196
1508,Hadayek Al Obba,15,,2027,60,3,1,0,0,0,0,0,0,0,1187076
1509,Sheikh Zayed,3,Compound_53,2025,101,6,3,0,0,1,0,0,0,0,7806840
1510,Hadayek Al Ahram,6,,2029,259,3,1,0,0,0,0,0,0,0,2979984
1511,Nasr City,10,,2026,163,4,1,0,0,0,0,0,0,0,3323666
1512,Zahraa Al Maadi,6,,2028,257,4,2,0,0,0,0,0,0,0,2797998
1513,Nasr City,7,,2024,220,3,2,0,0,0,0,0,0,0,3714282
1514,Nasr City,9,,2028,122,2,1,0,0,0,0,0,0,0,1248848
1515,Sheikh Zayed,1,Compound_17,2024,281,6,4,1,0,1,0,1,0,0,7017444
1516,Sheikh Zayed,1,Compound_38,2022,133,4,4,0,1,1,0,1,1,0,8543428
1517,Hadayek Al Ahram,9,,2022,250,4,2,0,0,0,0,0,0,0,1958929
1518,Hadayek Al Obba,11,,2029,50,2,1,0,0,0,0,0,0,0,882428
1519,Ain Shams,15,,2028,170,3,1,0,0,0,0,0,0,0,962793
1520,Hadayek Al Ahram,7,,2027,193,2,2,0,0,0,0,0,0,0,1927005
1521,5th Settlement,1,Compound_99,2029,291,6,2,1,0,1,0,1,1,1,6791799
1522,New Capitol,3,Compound_53,2025,150,6,3,0,0,0,0,1,0,0,9756452
1523,5th Settlement,3,Compound_43,2027,376,6,4,1,1,1,0,0,0,1,12320876
1524,New Capitol,5,Compound_35,2029,150,5,2,0,0,0,0,1,1,0,9615666
1525,Zahraa Al Maadi,8,,2022,82,3,1,0,0,0,0,0,0,0,3120275
1526,Ain Shams,12,,2027,153,2,1,0,0,0,0,0,0,0,1025858
1527,5th Settlement,1,Compound_34,2022,305,3,2,0,0,1,1,1,0,0,6415441
1528,New Capitol,4,Compound_61,2026,216,4,4,0,0,0,1,1,0,0,5044557
1529,New Capitol,4,Compound_94,2028,377,5,2,0,0,0,0,0,0,1,7880768
1530,Zahraa Al Maadi,9,,2026,90,3,1,0,0,0,0,0,0,0,3402333
1531,Hadayek Al Ahram,6,,2028,218,2,1,0,0,0,0,0,0,0,1770684
1532,Nasr City,9,,2024,81,3,2,0,0,0,0,0,0,0,3840196
1533,Hadayek Al Ahram,10,,2025,236,2,2,0,0,0,0,0,0,0,2176055
1534,New Capitol,3,Compound_68,2027,336,4,4,0,0,1,1,1,0,1,7670113
1535,Ain Shams,11,,2027,64,3,1,0,0,0,0,0,0,0,1108794
1536,Hadayek Al Ahram,8,,2022,203,2,2,0,0,0,0,0,0,0,2452229
1537,Hadayek Al Obba,16,,2024,81,3,1,0,0,0,0,0,0,0,1429982
1538,Hadayek Al Ahram,7,,2029,221,2,2,0,0,0,0,0,0,0,2253629
1539,Sheikh Zayed,5,Compound_60,2024,287,3,2,1,1,0,1,1,0,0,9962753
1540,Hadayek Al Obba,20,,2029,95,2,1,0,0,0,0,0,0,0,959652
1541,Zahraa Al Maadi,6,,2027,211,4,2,0,0,0,0,0,0,0,2120794
1542,Hadayek Al Obba,15,,2029,78,3,1,0,0,0,0,0,0,0,932885
1543,Ain Shams,15,,2028,145,1,1,0,0,0,0,0,0,0,1046974
1544,Hadayek Al Ahram,10,,2028,87,3,1,0,0,0,0,0,0,0,2975657
1545,Zahraa Al Maadi,10,,2022,174,3,1,0,0,0,0,0,0,0,3664161
1546,Zahraa Al Maadi,8,,2026,93,4,2,0,0,0,0,0,0,0,3914118
1547,5th Settlement,4,Compound_89,2027,113,5,3,0,0,1,0,0,0,1,5882912
1548,Hadayek Al Ahram,7,,2023,182,4,2,0,0,0,0,0,0,0,1677010
1549,Hadayek Al Obba,15,,2023,133,3,1,0,0,0,0,0,0,0,1151877
1550,New Capitol,4,Compound_26,2025,181,4,3,0,0,0,1,0,0,0,8001417
1551,Hadayek Al Ahram,6,,2022,94,3,2,0,0,0,0,0,0,0,3183907
1552,New Capitol,4,Compound_72,2027,256,3,3,0,0,0,0,0,0,1,7669391
1553,Ain Shams,19,,2026,85,3,1,0,0,0,0,0,0,0,1267920
1554,Hadayek Al Ahram,6,,2027,166,4,2,0,0,0,0,0,0,0,3142997
1555,Hadayek Al Obba,20,,2022,108,1,1,0,0,0,0,0,0,0,1059836
1556,Hadayek Al Ahram,10,,2022,241,4,2,0,0,0,0,0,0,0,4344500
1557,Zahraa Al Maadi,10,,2024,266,2,1,0,0,0,0,0,0,0,1675405
1558,Zahraa Al Maadi,6,,2025,117,2,1,0,0,0,0,0,0,0,1273208
1559,5th Settlement,1,Compound_66,2026,314,5,2,0,0,0,1,0,1,0,7681118
1560,Zahraa Al Maadi,9,,2026,282,3,2,0,0,0,0,0,0,0,3934237
1561,Sheikh Zayed,3,Compound_37,2028,142,6,3,0,0,0,1,0,0,0,4443455
1562,New Capitol,5,Compound_47,2026,337,3,3,0,0,0,0,1,0,0,11657336
1563,Sheikh Zayed,5,Compound_49,2022,181,3,4,0,1,0,0,1,0,0,11888180
1564,Nasr City,9,,2023,275,2,2,0,0,0,0,0,0,0,3802432
1565,Hadayek Al Obba,13,,2029,126,2,1,0,0,0,0,0,0,0,933561
1566,Hadayek Al Ahram,8,,2025,297,3,2,0,0,0,0,0,0,0,3447002
1567,Nasr City,6,,2022,203,2,2,0,0,0,0,0,0,0,2047208
1568,Sheikh Zayed,5,Compound_84,2029,135,4,2,1,0,0,1,1,1,1,11491955
1569,Nasr City,8,,2026,109,3,1,0,0,0,0,0,0,0,2150218
1570,Sheikh Zayed,1,Compound_4,2028,347,6,2,0,1,0,1,0,0,0,8640928
1571,Ain Shams,20,,2024,106,2,1,0,0,0,0,0,0,0,1362452
1572,Ain Shams,19,,2029,136,1,1,0,0,0,0,0,0,0,1038735
1573,Hadayek Al Ahram,6,,2027,244,3,1,0,0,0,0,0,0,0,3102803
1574,Nasr City,8,,2023,297,4,2,0,0,0,0,0,0,0,1756538
1575,5th Settlement,2,Compound_28,2026,191,6,3,1,0,1,0,0,0,1,12807730
1576,Nasr City,7,,2024,235,2,2,0,0,0,0,0,0,0,3309551
1577,Hadayek Al Ahram,6,,2024,127,3,2,0,0,0,0,0,0,0,2600654
1578,5th Settlement,1,Compound_36,2022,216,4,3,1,0,1,0,0,1,0,13211315
1579,Hadayek Al Obba,13,,2027,72,3,1,0,0,0,0,0,0,0,1078901
1580,Ain Shams,15,,2028,126,2,1,0,0,0,0,0,0,0,1001137
1581,Zahraa Al Maadi,7,,2024,224,4,1,0,0,0,0,0,0,0,2507478
1582,Hadayek Al Ahram,9,,2028,270,2,2,0,0,0,0,0,0,0,1402194
1583,Hadayek Al Obba,11,,2022,65,2,1,0,0,0,0,0,0,0,1074608
1584,New Capitol,2,Compound_65,2028,334,4,4,0,1,0,1,0,0,1,10057660
1585,New Capitol,4,Compound_62,2026,358,6,3,0,0,0,1,0,0,0,5890031
1586,Nasr City,7,,2027,107,3,2,0,0,0,0,0,0,0,2646453
1587,5th Settlement,5,Compound_59,2026,202,3,3,0,0,0,1,1,0,0,13027456
1588,Sheikh Zayed,1,Compound_65,2027,157,3,2,0,0,0,1,0,0,0,6521676
1589,Sheikh Zayed,1,Compound_21,2025,253,3,4,1,0,1,0,0,0,0,13404736
1590,Zahraa Al Maadi,10,,2023,180,4,2,0,0,0,0,0,0,0,3632163
1591,Hadayek Al Ahram,8,,2024,81,3,2,0,0,0,0,0,0,0,3190755
1592,Hadayek Al Obba,11,,2025,63,3,1,0,0,0,0,0,0,0,1107416
1593,Zahraa Al Maadi,7,,2024,80,4,2,0,0,0,0,0,0,0,1482582
1594,Nasr City,8,,2023,135,2,1,0,0,0,0,0,0,0,1333309
1595,Sheikh Zayed,2,Compound_62,2023,148,6,3,1,0,1,0,1,1,0,14247981
1596,5th Settlement,4,Compound_18,2026,240,4,4,1,0,0,0,0,0,0,13813062
1597,5th Settlement,4,Compound_76,2026,160,3,2,1,0,0,0,1,0,1,12816741
1598,5th Settlement,5,Compound_25,2027,395,5,4,1,1,1,0,0,1,1,5085865
1599,Ain Shams,19,,2027,54,2,1,0,0,0,0,0,0,0,854348
1600,Ain Shams,18,,2028,52,1,1,0,0,0,0,0,0,0,839985
1601,Hadayek Al Ahram,6,,2025,274,4,2,0,0,0,0,0,0,0,2881802
1602,Hadayek Al Ahram,10,,2022,118,2,1,0,0,0,0,0,0,0,1958660
1603,Hadayek Al Obba,14,,2022,109,2,1,0,0,0,0,0,0,0,1206829
1604,Zahraa Al Maadi,8,,2026,178,2,2,0,0,0,0,0,0,0,2958129
1605,Hadayek Al Obba,14,,2028,142,3,1,0,0,0,0,0,0,0,1186812
1606,Zahraa Al Maadi,9,,2022,279,3,1,0,0,0,0,0,0,0,4022828
